DAY,HOUR,OPEN,HIGH,LOW,CLOSE
3/26/2015,11:00,1.1008,1.10104,1.09898,1.0993
3/26/2015,12:00,1.09928,1.10217,1.09604,1.0983
3/26/2015,13:00,1.09828,1.09893,1.09378,1.09586
3/26/2015,14:00,1.09588,1.09601,1.09054,1.09178
3/26/2015,15:00,1.09177,1.09439,1.09165,1.09178
3/26/2015,16:00,1.09179,1.09267,1.09051,1.09203
3/26/2015,17:00,1.09203,1.09212,1.08556,1.08656
3/26/2015,18:00,1.08655,1.08817,1.08637,1.08703
3/26/2015,19:00,1.087,1.08889,1.08676,1.08856
3/26/2015,20:00,1.08855,1.08917,1.08756,1.08835
3/26/2015,21:00,1.08813,1.08817,1.08638,1.08737
3/26/2015,22:00,1.0874,1.08789,1.08701,1.08786
3/26/2015,23:00,1.08785,1.08858,1.08772,1.08843
3/27/2015,0:00,1.08846,1.0895,1.0878,1.08898
3/27/2015,1:00,1.08895,1.08933,1.08703,1.08757
3/27/2015,2:00,1.0876,1.08828,1.08679,1.08756
3/27/2015,3:00,1.08756,1.08845,1.08745,1.08796
3/27/2015,4:00,1.08794,1.08905,1.08764,1.08885
3/27/2015,5:00,1.08884,1.08936,1.08772,1.08804
3/27/2015,6:00,1.08802,1.08874,1.08623,1.08731
3/27/2015,7:00,1.08727,1.08816,1.08015,1.08086
3/27/2015,8:00,1.08088,1.08373,1.08003,1.08202
3/27/2015,9:00,1.08206,1.08251,1.08067,1.08205
3/27/2015,10:00,1.08204,1.08308,1.08114,1.0829
3/27/2015,11:00,1.08291,1.08655,1.08276,1.08561
3/27/2015,12:00,1.0856,1.0897,1.08519,1.08761
3/27/2015,13:00,1.08764,1.08827,1.08535,1.08747
3/27/2015,14:00,1.08745,1.08893,1.08604,1.08762
3/27/2015,15:00,1.08763,1.08911,1.08542,1.08901
3/27/2015,16:00,1.089,1.09475,1.08807,1.09179
3/27/2015,17:00,1.09178,1.09336,1.0898,1.09013
3/27/2015,18:00,1.09012,1.09059,1.08889,1.09025
3/27/2015,19:00,1.09026,1.09293,1.0888,1.08977
3/27/2015,20:00,1.08977,1.09022,1.08762,1.08874
3/29/2015,21:00,1.08856,1.08904,1.08784,1.08883
3/29/2015,22:00,1.08873,1.08943,1.08828,1.08869
3/29/2015,23:00,1.08873,1.08893,1.08797,1.08822
3/30/2015,0:00,1.08823,1.08823,1.08528,1.08768
3/30/2015,1:00,1.08769,1.0879,1.08679,1.08765
3/30/2015,2:00,1.08767,1.08835,1.08697,1.08718
3/30/2015,3:00,1.0872,1.08738,1.08643,1.08655
3/30/2015,4:00,1.08652,1.08685,1.08584,1.08597
3/30/2015,5:00,1.08596,1.08735,1.08582,1.08719
3/30/2015,6:00,1.08721,1.08811,1.08601,1.08656
3/30/2015,7:00,1.08657,1.0868,1.0819,1.08303
3/30/2015,8:00,1.08303,1.08694,1.08281,1.08613
3/30/2015,9:00,1.08614,1.08701,1.08391,1.08456
3/30/2015,10:00,1.08455,1.08631,1.08278,1.08308
3/30/2015,11:00,1.0831,1.08414,1.08245,1.08366
3/30/2015,12:00,1.08368,1.08536,1.08223,1.08322
3/30/2015,13:00,1.08322,1.08631,1.08125,1.08282
3/30/2015,14:00,1.0828,1.08565,1.08196,1.0831
3/30/2015,15:00,1.08309,1.08332,1.08092,1.08161
3/30/2015,16:00,1.08161,1.08259,1.081,1.08197
3/30/2015,17:00,1.08198,1.08316,1.08153,1.0819
3/30/2015,18:00,1.08193,1.08272,1.08176,1.08221
3/30/2015,19:00,1.08221,1.08234,1.08096,1.08124
3/30/2015,20:00,1.08124,1.08347,1.08108,1.08325
3/30/2015,21:00,1.08313,1.08315,1.08182,1.08235
3/30/2015,22:00,1.08235,1.08305,1.08231,1.08283
3/30/2015,23:00,1.08285,1.08316,1.08213,1.08282
3/31/2015,0:00,1.08281,1.08432,1.08226,1.08381
3/31/2015,1:00,1.08376,1.08383,1.08133,1.08276
3/31/2015,2:00,1.08278,1.08338,1.08149,1.08152
3/31/2015,3:00,1.08152,1.08191,1.08018,1.08021
3/31/2015,4:00,1.0802,1.0802,1.07827,1.07966
3/31/2015,5:00,1.07963,1.07963,1.0777,1.07822
3/31/2015,6:00,1.07822,1.07926,1.07723,1.0785
3/31/2015,7:00,1.07851,1.07854,1.07448,1.07507
3/31/2015,8:00,1.07506,1.07578,1.07207,1.0721
3/31/2015,9:00,1.07212,1.07331,1.07122,1.07254
3/31/2015,10:00,1.07256,1.07462,1.07225,1.07386
3/31/2015,11:00,1.07387,1.07557,1.07347,1.07359
3/31/2015,12:00,1.07361,1.07756,1.0736,1.07529
3/31/2015,13:00,1.07532,1.07532,1.07324,1.07378
3/31/2015,14:00,1.07378,1.07717,1.07218,1.07411
3/31/2015,15:00,1.07411,1.07515,1.07287,1.07409
3/31/2015,16:00,1.07406,1.07478,1.07236,1.07274
3/31/2015,17:00,1.07273,1.07384,1.07244,1.07371
3/31/2015,18:00,1.07369,1.07461,1.07362,1.07424
3/31/2015,19:00,1.07426,1.07531,1.07395,1.07482
3/31/2015,20:00,1.07481,1.07539,1.07292,1.07301
3/31/2015,21:00,1.07342,1.0741,1.07324,1.07398
3/31/2015,22:00,1.07402,1.07433,1.07352,1.07393
3/31/2015,23:00,1.07393,1.074,1.07297,1.07392
4/1/2015,0:00,1.07391,1.07605,1.07391,1.07541
4/1/2015,1:00,1.0754,1.07807,1.07531,1.07776
4/1/2015,2:00,1.07779,1.07836,1.07622,1.07785
4/1/2015,3:00,1.07783,1.07836,1.07733,1.07811
4/1/2015,4:00,1.07811,1.07916,1.07798,1.07851
4/1/2015,5:00,1.07849,1.07902,1.0774,1.07794
4/1/2015,6:00,1.07793,1.07863,1.07564,1.07613
4/1/2015,7:00,1.07613,1.07693,1.07416,1.07526
4/1/2015,8:00,1.07527,1.07592,1.0718,1.07314
4/1/2015,9:00,1.07312,1.0745,1.07243,1.0737
4/1/2015,10:00,1.07367,1.07737,1.07356,1.07568
4/1/2015,11:00,1.07567,1.07623,1.07402,1.07474
4/1/2015,12:00,1.07476,1.07992,1.07464,1.07773
4/1/2015,13:00,1.07772,1.07835,1.07405,1.07421
4/1/2015,14:00,1.07431,1.07943,1.07257,1.07567
4/1/2015,15:00,1.07567,1.07793,1.07561,1.07665
4/1/2015,16:00,1.07665,1.07864,1.07596,1.07794
4/1/2015,17:00,1.07795,1.07831,1.07631,1.07706
4/1/2015,18:00,1.07703,1.07759,1.07632,1.07637
4/1/2015,19:00,1.07639,1.07651,1.07561,1.0759
4/1/2015,20:00,1.0759,1.07629,1.07541,1.07615
